history_id,employee_id,change_date,change_type,old_department_id,old_job_role,old_job_level,old_base_salary
HIS-02786,17926,2012-08-22,Department Transfer,DPT-001,CMO,5,18476
HIS-02787,12280,2014-08-16,Promotion,DPT-002,Research Scientist,1,4470
HIS-02788,23628,2020-04-30,Merit Increase,DPT-007,Senior Analyst,3,8771
HIS-02789,12433,2017-04-06,Promotion,DPT-007,Operations Manager,3,11661
HIS-02790,14995,2022-09-13,Merit Increase,DPT-006,Marketing Coord,1,2282
HIS-02791,7865,2016-08-17,Merit Increase,DPT-002,Research Scientist,2,4790
HIS-02792,6334,2022-08-07,Promotion,DPT-004,Financial Clerk,1,1880
HIS-02793,17020,2015-08-13,Department Transfer,DPT-002,IT Support,1,2642
HIS-02794,2742,2018-01-10,Promotion,DPT-002,Research Scientist,1,5517
HIS-02795,20250,2009-07-12,Merit Increase,DPT-002,Research Scientist,2,5172
HIS-02796,17674,2020-03-16,Promotion,DPT-001,Sales Executive,1,4323
HIS-02797,24088,2020-08-23,Promotion,DPT-006,Marketing Specialist,1,2983
HIS-02798,684,2020-06-18,Merit Increase,DPT-005,IT Support,1,2639
HIS-02799,19659,2021-08-02,Department Transfer,DPT-002,Senior Analyst,3,13054
HIS-02800,16055,2020-11-22,Promotion,DPT-006,Marketing Coord,1,2312
HIS-02801,3097,2018-12-17,Department Transfer,DPT-004,Senior Analyst,3,11296
HIS-02802,7654,2016-08-27,Merit Increase,DPT-006,Senior Marketer,3,11144
HIS-02803,21962,2022-12-11,Merit Increase,DPT-003,HR Assistant,1,2471
HIS-02804,3074,2020-12-10,Merit Increase,DPT-002,R&D Manager,4,16192
HIS-02805,11360,2022-02-28,Promotion,DPT-005,Software Engineer,1,4159
HIS-02806,4887,2021-05-23,Merit Increase,DPT-002,Research Scientist,2,3627
HIS-02807,837,2021-12-03,Department Transfer,DPT-003,Operations Analyst,2,4676
HIS-02808,969,2019-08-27,Merit Increase,DPT-005,IT Support,1,3417
HIS-02809,3187,2021-10-03,Merit Increase,DPT-002,Lab Technician,1,2306
HIS-02810,17915,2022-03-20,Promotion,DPT-001,Sales Executive,1,3550
HIS-02811,17786,2020-11-10,Department Transfer,DPT-005,Lab Technician,1,2389
HIS-02812,2155,2021-10-16,Merit Increase,DPT-001,Sales Representative,1,2460
HIS-02813,15501,2022-08-09,Department Transfer,DPT-005,Operations Asst,1,2380
HIS-02814,5355,2021-03-08,Promotion,DPT-004,Financial Clerk,1,1804
HIS-02815,22764,2019-01-05,Promotion,DPT-006,Marketing Coord,1,2455
HIS-02816,21318,2021-06-15,Department Transfer,DPT-006,Sales Representative,1,2621
HIS-02817,20154,2016-10-15,Promotion,DPT-005,Software Engineer,1,5914
HIS-02818,2047,2021-04-12,Promotion,DPT-001,Senior Sales Exec,2,8693
HIS-02819,6694,2012-06-18,Promotion,DPT-006,Marketing Specialist,1,3830
HIS-02820,7092,2020-07-02,Promotion,DPT-007,Senior Analyst,2,11817
HIS-02821,10935,2022-01-18,Merit Increase,DPT-003,HR Partner,3,7245
HIS-02822,19191,1997-05-02,Merit Increase,DPT-005,IT Manager,4,15215
HIS-02823,15858,2022-05-05,Merit Increase,DPT-004,Finance Manager,4,15800
HIS-02824,22036,2014-10-08,Merit Increase,DPT-005,Software Engineer,2,2815
HIS-02825,13803,2019-02-03,Department Transfer,DPT-002,Operations Analyst,2,5614
HIS-02826,24708,2022-02-25,Promotion,DPT-005,Senior Engineer,2,8121
HIS-02827,6595,2020-11-12,Department Transfer,DPT-007,Software Engineer,2,5487
HIS-02828,19655,2022-01-15,Department Transfer,DPT-002,Financial Analyst,2,5402
HIS-02829,18029,2021-05-15,Merit Increase,DPT-006,Marketing Coord,1,2095
HIS-02830,9139,2021-08-19,Promotion,DPT-004,Financial Clerk,1,3043
HIS-02831,13109,2020-05-11,Merit Increase,DPT-007,Operations Analyst,2,4769
HIS-02832,760,2018-05-05,Promotion,DPT-006,Marketing Coord,1,3889
HIS-02833,12386,2022-02-10,Promotion,DPT-002,Lab Technician,1,2329
HIS-02834,19355,2021-11-22,Merit Increase,DPT-006,Marketing Coord,1,3578
HIS-02835,20933,2022-03-17,Department Transfer,DPT-007,IT Support,1,2630
HIS-02836,14550,2016-05-06,Merit Increase,DPT-005,IT Support,1,2407
HIS-02837,14651,2009-03-11,Promotion,DPT-002,Research Scientist,1,4959
HIS-02838,19534,2022-04-27,Promotion,DPT-007,COO,4,16405
HIS-02839,15625,2017-10-31,Promotion,DPT-004,CFO,4,16470
HIS-02840,14732,2021-02-02,Merit Increase,DPT-001,Sales Executive,2,3978
HIS-02841,15730,2022-01-01,Promotion,DPT-002,Research Scientist,1,5479
HIS-02842,20027,2021-04-29,Merit Increase,DPT-001,VP of Sales,5,17185
HIS-02843,9950,2020-08-12,Merit Increase,DPT-003,HR Partner,3,12669
HIS-02844,14644,2021-05-07,Merit Increase,DPT-005,Software Engineer,2,8982
HIS-02845,10371,2022-02-24,Merit Increase,DPT-002,Senior Researcher,3,12572
HIS-02846,3077,2020-08-08,Department Transfer,DPT-002,Operations Analyst,2,8471
HIS-02847,2525,2016-06-04,Merit Increase,DPT-006,Marketing Coord,1,2277
HIS-02848,7366,2022-09-05,Promotion,DPT-002,Research Scientist,1,4190
HIS-02849,3777,2022-02-12,Promotion,DPT-006,Marketing Coord,1,3331
HIS-02850,23293,2012-06-21,Merit Increase,DPT-005,Software Engineer,2,4305
HIS-02851,8011,2019-05-02,Merit Increase,DPT-006,Marketing Specialist,2,4801
HIS-02852,15121,2020-12-31,Department Transfer,DPT-007,Senior Engineer,3,12163
HIS-02853,21977,2016-06-26,Promotion,DPT-002,Research Scientist,1,4753
HIS-02854,24033,2013-07-30,Merit Increase,DPT-001,VP of Sales,5,16710
HIS-02855,24580,2016-10-14,Promotion,DPT-001,Senior Sales Exec,2,7158
HIS-02856,7856,2021-08-04,Promotion,DPT-003,HR Generalist,1,3580
HIS-02857,12656,2022-12-02,Merit Increase,DPT-002,Research Scientist,2,6037
HIS-02858,8104,2005-02-26,Department Transfer,DPT-002,Senior Sales Exec,3,13828
HIS-02859,1714,2018-04-17,Department Transfer,DPT-003,Financial Clerk,1,2461
HIS-02860,7232,2019-08-21,Merit Increase,DPT-003,HR Partner,3,9700
HIS-02861,14327,2022-06-01,Department Transfer,DPT-001,HR Generalist,2,4395
HIS-02862,12973,2022-01-16,Merit Increase,DPT-006,Marketing Specialist,2,5014
HIS-02863,2967,2006-01-11,Department Transfer,DPT-001,IT Manager,4,17716
HIS-02864,19955,2013-06-20,Merit Increase,DPT-001,Sales Executive,2,6175
HIS-02865,22934,2020-06-25,Promotion,DPT-007,Operations Asst,1,3318
HIS-02866,3651,2022-07-15,Promotion,DPT-006,Marketing Specialist,1,3489
HIS-02867,13758,2022-06-23,Promotion,DPT-006,Marketing Coord,1,2290
HIS-02868,18372,2010-05-28,Merit Increase,DPT-005,Senior Engineer,3,9185
HIS-02869,7369,2021-02-25,Merit Increase,DPT-001,Sales Manager,4,15615
HIS-02870,6112,2018-05-19,Department Transfer,DPT-005,Research Scientist,2,4414
HIS-02871,24196,2018-05-22,Merit Increase,DPT-003,HR Generalist,2,4027
HIS-02872,5677,2022-06-14,Promotion,DPT-005,Software Engineer,1,4677
HIS-02873,2751,2022-08-31,Merit Increase,DPT-002,Lab Technician,1,3288
HIS-02874,10401,2017-04-10,Merit Increase,DPT-001,Sales Representative,1,1889
HIS-02875,18074,2020-12-21,Promotion,DPT-007,Senior Analyst,2,7307
HIS-02876,12418,2019-04-06,Department Transfer,DPT-001,Software Engineer,2,6050
HIS-02877,13493,2020-10-15,Merit Increase,DPT-002,Senior Researcher,3,6819
HIS-02878,8740,2017-05-12,Merit Increase,DPT-005,Senior Engineer,3,9537
HIS-02879,17252,2021-08-13,Merit Increase,DPT-005,IT Support,1,3683
HIS-02880,5314,2022-04-08,Promotion,DPT-007,Operations Analyst,1,5185
HIS-02881,4486,2019-04-09,Promotion,DPT-005,IT Support,1,4032
HIS-02882,23207,2005-11-07,Merit Increase,DPT-002,R&D Director,5,18169
HIS-02883,540,2018-03-13,Merit Increase,DPT-001,Sales Executive,2,4433
HIS-02884,12232,2018-02-25,Merit Increase,DPT-007,COO,5,17581
HIS-02885,10929,2021-08-17,Merit Increase,DPT-005,Software Engineer,2,5840
HIS-02886,21443,2018-06-09,Department Transfer,DPT-007,Software Engineer,2,6671
HIS-02887,20364,2020-10-06,Merit Increase,DPT-007,Operations Manager,4,15870
HIS-02888,22083,2021-09-11,Merit Increase,DPT-004,Financial Clerk,1,2377
HIS-02889,22418,2012-04-27,Department Transfer,DPT-002,Senior Engineer,3,14126
HIS-02890,13218,2007-02-05,Merit Increase,DPT-005,IT Manager,4,15151
HIS-02891,16276,2017-09-20,Promotion,DPT-001,Sales Representative,1,2668
HIS-02892,13368,2019-09-08,Merit Increase,DPT-006,Marketing Specialist,2,5114
HIS-02893,5843,2022-03-01,Promotion,DPT-001,VP of Sales,4,16516
HIS-02894,6728,2015-04-25,Promotion,DPT-001,Sales Executive,1,4747
HIS-02895,24588,2020-12-29,Promotion,DPT-001,Sales Executive,1,5439
HIS-02896,16035,2014-04-30,Department Transfer,DPT-005,Marketing Coord,1,4763
HIS-02897,21956,2017-05-30,Promotion,DPT-001,Senior Sales Exec,2,6030
HIS-02898,2509,2020-04-10,Department Transfer,DPT-003,Marketing Coord,1,4986
HIS-02899,23990,2021-07-13,Merit Increase,DPT-002,Lab Technician,1,2546
HIS-02900,790,2009-11-05,Promotion,DPT-007,Operations Analyst,1,4295
HIS-02901,1390,2019-10-24,Merit Increase,DPT-004,Financial Clerk,1,1903
HIS-02902,19071,2022-08-12,Department Transfer,DPT-002,Sales Representative,1,2418
HIS-02903,6819,2022-11-07,Department Transfer,DPT-004,Operations Analyst,2,4627
HIS-02904,7018,2016-04-18,Merit Increase,DPT-001,Senior Sales Exec,3,6679
HIS-02905,9511,2019-02-14,Merit Increase,DPT-004,Financial Analyst,2,4002
HIS-02906,23610,2014-02-07,Department Transfer,DPT-001,HR Generalist,2,5506
HIS-02907,1461,2007-06-07,Promotion,DPT-002,R&D Manager,3,11613
HIS-02908,511,2020-03-20,Promotion,DPT-005,IT Manager,3,14066
HIS-02909,10123,2018-07-24,Promotion,DPT-007,Operations Analyst,1,4893
HIS-02910,7044,2022-08-15,Promotion,DPT-001,Sales Representative,1,2452
HIS-02911,12148,2022-07-27,Department Transfer,DPT-007,Sales Executive,2,6709
HIS-02912,18800,2020-01-21,Promotion,DPT-007,Senior Analyst,2,8134
HIS-02913,10162,2013-02-04,Merit Increase,DPT-005,Software Engineer,2,5941
HIS-02914,14942,2018-12-23,Merit Increase,DPT-002,Lab Technician,1,3135
HIS-02915,11891,2022-09-23,Department Transfer,DPT-003,IT Support,1,2563
HIS-02916,12261,2022-07-18,Promotion,DPT-007,Operations Analyst,1,5199
HIS-02917,16102,2011-06-07,Promotion,DPT-001,VP of Sales,4,17067
HIS-02918,21296,2017-06-18,Promotion,DPT-002,Research Scientist,1,5090
HIS-02919,15889,2018-04-14,Promotion,DPT-004,Financial Analyst,1,4981
HIS-02920,10077,2022-08-21,Department Transfer,DPT-005,Lab Technician,1,3057
HIS-02921,3177,2019-05-04,Promotion,DPT-005,IT Manager,3,15456
HIS-02922,16510,2014-01-26,Promotion,DPT-001,Senior Sales Exec,2,6771
HIS-02923,5179,2012-08-30,Merit Increase,DPT-004,Senior Analyst,3,7703
HIS-02924,8241,2020-11-28,Promotion,DPT-005,Software Engineer,1,4731
HIS-02925,17872,2011-12-16,Merit Increase,DPT-007,Operations Analyst,2,4215
HIS-02926,10797,2017-01-07,Promotion,DPT-003,HR Assistant,1,1980
HIS-02927,3789,2020-02-14,Promotion,DPT-001,Sales Executive,1,5269
HIS-02928,24171,2019-05-27,Promotion,DPT-004,Senior Analyst,2,8533
HIS-02929,8528,2021-11-05,Merit Increase,DPT-006,Marketing Specialist,2,4142
HIS-02930,12396,2019-04-17,Merit Increase,DPT-002,Senior Researcher,3,6889
HIS-02931,11508,2019-12-15,Merit Increase,DPT-001,Sales Representative,1,2125
HIS-02932,370,2020-03-31,Merit Increase,DPT-001,Senior Sales Exec,3,8571
HIS-02933,17471,2018-07-29,Promotion,DPT-006,Marketing Coord,1,2461
HIS-02934,12821,2022-09-09,Department Transfer,DPT-007,VP of Sales,5,18384
HIS-02935,5420,2021-12-29,Merit Increase,DPT-002,Lab Technician,1,3260
HIS-02936,22087,2018-03-20,Merit Increase,DPT-003,HR Assistant,1,2336
HIS-02937,1701,2015-04-24,Department Transfer,DPT-002,Senior Analyst,3,9459
HIS-02938,19140,2022-01-21,Department Transfer,DPT-006,Operations Asst,1,3896
HIS-02939,22013,2013-09-22,Department Transfer,DPT-002,Senior Engineer,3,9253
HIS-02940,10331,2021-03-04,Merit Increase,DPT-005,IT Support,1,3104
HIS-02941,6307,2019-11-10,Promotion,DPT-002,Research Scientist,1,3604
HIS-02942,20939,2022-06-15,Merit Increase,DPT-001,Sales Representative,1,2288
HIS-02943,19658,2022-06-24,Merit Increase,DPT-007,Senior Analyst,3,9351
HIS-02944,18678,2020-06-07,Merit Increase,DPT-007,Senior Analyst,3,9951
HIS-02945,23748,2002-06-25,Department Transfer,DPT-005,Operations Manager,4,15924
HIS-02946,14076,2016-04-04,Promotion,DPT-005,Software Engineer,1,4109
HIS-02947,21943,2021-01-22,Merit Increase,DPT-006,Marketing Coord,1,3321
HIS-02948,15767,2022-07-11,Promotion,DPT-005,IT Support,1,1853
HIS-02949,14779,2022-02-02,Department Transfer,DPT-006,Financial Clerk,1,3967
HIS-02950,331,2019-10-04,Merit Increase,DPT-002,Lab Technician,1,4327
HIS-02951,23602,2020-03-27,Department Transfer,DPT-001,Senior Researcher,3,9343
HIS-02952,7471,2012-07-03,Merit Increase,DPT-006,Marketing Specialist,2,4854
HIS-02953,21522,2021-03-29,Merit Increase,DPT-007,Operations Analyst,2,8174
HIS-02954,9001,2018-07-29,Promotion,DPT-007,Operations Analyst,1,5217
HIS-02955,11710,2022-06-03,Department Transfer,DPT-002,Software Engineer,2,4939
HIS-02956,23292,2020-05-21,Merit Increase,DPT-002,Lab Technician,1,3109
HIS-02957,341,2007-12-28,Merit Increase,DPT-004,Finance Manager,4,12662
HIS-02958,24999,2021-02-03,Department Transfer,DPT-006,Software Engineer,2,5497
HIS-02959,12243,2012-07-31,Merit Increase,DPT-007,Operations Analyst,2,3832
HIS-02960,15005,2019-03-03,Department Transfer,DPT-005,Senior Sales Exec,3,9139
HIS-02961,7456,2021-06-23,Merit Increase,DPT-007,Operations Asst,1,3781
HIS-02962,20921,2021-02-14,Promotion,DPT-007,Operations Analyst,1,4194
HIS-02963,24018,2022-11-23,Department Transfer,DPT-005,Marketing Coord,1,2760
HIS-02964,18134,2022-02-08,Merit Increase,DPT-004,Financial Clerk,1,2414
HIS-02965,24791,2014-03-10,Department Transfer,DPT-007,Senior Researcher,3,13181
HIS-02966,8246,2018-07-31,Promotion,DPT-005,Software Engineer,1,8037
HIS-02967,1076,2018-10-04,Promotion,DPT-003,HR Partner,2,9169
HIS-02968,7060,2020-07-27,Promotion,DPT-007,Operations Asst,1,2023
HIS-02969,4942,2010-08-28,Merit Increase,DPT-003,HR Manager,4,12755
HIS-02970,24214,2019-07-12,Promotion,DPT-002,Lab Technician,1,2036
HIS-02971,12678,2019-06-18,Promotion,DPT-006,Marketing Coord,1,2545
HIS-02972,14919,2017-07-10,Promotion,DPT-005,Software Engineer,1,3727
HIS-02973,2351,2022-09-15,Department Transfer,DPT-007,Senior Engineer,3,7264
HIS-02974,7748,2018-06-10,Promotion,DPT-005,Software Engineer,1,4852
HIS-02975,2027,2018-04-25,Merit Increase,DPT-005,Software Engineer,2,6179
HIS-02976,7242,2016-12-24,Merit Increase,DPT-007,Operations Analyst,2,6250
HIS-02977,5068,2018-05-20,Promotion,DPT-002,Senior Researcher,2,6239
HIS-02978,23542,2020-02-03,Promotion,DPT-005,Software Engineer,1,4632
HIS-02979,1155,2016-06-24,Department Transfer,DPT-002,Senior Engineer,3,7306
HIS-02980,2215,2015-03-28,Promotion,DPT-005,IT Manager,3,10937
HIS-02981,14972,2022-07-30,Merit Increase,DPT-004,Financial Clerk,1,2061
HIS-02982,20103,2018-07-20,Department Transfer,DPT-006,Lab Technician,1,2646
HIS-02983,731,2021-10-22,Merit Increase,DPT-001,Sales Executive,2,3852
HIS-02984,15055,2019-12-28,Promotion,DPT-004,Financial Analyst,1,4136
HIS-02985,5318,2015-07-30,Promotion,DPT-007,Senior Analyst,2,9117
HIS-02986,6615,2011-05-17,Promotion,DPT-001,Sales Manager,3,14519
HIS-02987,5226,2021-03-22,Merit Increase,DPT-001,Senior Sales Exec,3,7882
HIS-02988,18005,2020-05-21,Promotion,DPT-007,Senior Analyst,2,9106
HIS-02989,11161,2019-06-28,Promotion,DPT-002,Research Scientist,1,5261
HIS-02990,1381,2022-01-24,Merit Increase,DPT-001,Sales Representative,1,2502
HIS-02991,13057,2017-10-31,Merit Increase,DPT-002,R&D Manager,4,12186
HIS-02992,16963,2021-02-17,Merit Increase,DPT-005,IT Manager,4,15131
HIS-02993,23852,2021-08-03,Promotion,DPT-001,Sales Executive,1,3774
HIS-02994,14379,2021-05-09,Department Transfer,DPT-005,Senior Researcher,3,10598
HIS-02995,14374,2018-10-24,Merit Increase,DPT-004,Financial Analyst,2,5565
HIS-02996,3188,2021-06-22,Department Transfer,DPT-006,Research Scientist,2,9025
HIS-02997,686,2021-10-17,Promotion,DPT-005,IT Support,1,2501
HIS-02998,16491,2020-03-24,Merit Increase,DPT-001,Sales Representative,1,2070
HIS-02999,16742,2010-10-09,Merit Increase,DPT-007,Operations Analyst,2,5869
HIS-03000,12348,2021-09-06,Promotion,DPT-006,Marketing Specialist,1,4369
HIS-03001,4939,2020-03-28,Merit Increase,DPT-006,Marketing Specialist,2,4044
HIS-03002,6497,2019-12-18,Merit Increase,DPT-002,Senior Researcher,3,12549
HIS-03003,11652,2013-07-15,Merit Increase,DPT-005,Senior Engineer,3,9937
HIS-03004,23068,2020-05-29,Department Transfer,DPT-006,Sales Representative,1,2809
HIS-03005,22404,2021-07-02,Promotion,DPT-002,R&D Manager,3,13898
HIS-03006,6924,2022-11-06,Merit Increase,DPT-005,IT Support,1,4106
HIS-03007,12198,2014-02-08,Department Transfer,DPT-007,Senior Sales Exec,3,8133
HIS-03008,14296,2017-08-20,Merit Increase,DPT-006,Marketing Specialist,2,4259
HIS-03009,20578,2020-04-20,Merit Increase,DPT-005,IT Support,1,4092
HIS-03010,12761,2019-03-31,Merit Increase,DPT-001,Sales Representative,1,3160
HIS-03011,23400,2021-04-29,Merit Increase,DPT-001,Sales Representative,1,3403
HIS-03012,8891,2019-08-20,Merit Increase,DPT-002,Senior Researcher,3,6817
HIS-03013,6807,2022-10-12,Merit Increase,DPT-005,IT Support,1,1929
HIS-03014,13085,2022-11-04,Department Transfer,DPT-006,Lab Technician,1,2333
HIS-03015,8914,2020-12-12,Merit Increase,DPT-002,Lab Technician,1,2659
HIS-03016,1008,2021-05-16,Merit Increase,DPT-006,Marketing Coord,1,2001
HIS-03017,6959,2019-04-01,Department Transfer,DPT-007,Senior Engineer,3,13667
HIS-03018,19638,2014-07-29,Department Transfer,DPT-005,Sales Executive,2,6556
HIS-03019,3458,2020-06-21,Department Transfer,DPT-003,IT Support,1,3313
HIS-03020,4177,2020-11-20,Promotion,DPT-005,Software Engineer,1,4286
HIS-03021,4820,2022-04-14,Merit Increase,DPT-001,Sales Representative,1,3390
HIS-03022,16858,2018-05-15,Department Transfer,DPT-005,Sales Representative,1,2787
HIS-03023,1603,2020-05-28,Merit Increase,DPT-002,Lab Technician,1,2778
HIS-03024,22557,2021-10-06,Promotion,DPT-001,Senior Sales Exec,2,6459
HIS-03025,17993,2022-09-21,Merit Increase,DPT-001,Sales Manager,4,12427
HIS-03026,4299,2019-03-22,Merit Increase,DPT-003,HR Assistant,1,3482
HIS-03027,7011,2022-08-12,Department Transfer,DPT-001,Research Scientist,2,5241
HIS-03028,6439,2022-06-14,Department Transfer,DPT-006,Sales Representative,1,3196
HIS-03029,18879,2017-03-13,Merit Increase,DPT-002,Lab Technician,1,4652
HIS-03030,873,2022-06-22,Promotion,DPT-005,Senior Engineer,2,12095
HIS-03031,19901,2022-09-03,Promotion,DPT-002,Lab Technician,1,2105
HIS-03032,21174,2020-02-09,Promotion,DPT-001,Sales Representative,1,2434
HIS-03033,23162,2019-11-17,Promotion,DPT-002,Research Scientist,1,4510
HIS-03034,19751,2021-07-11,Merit Increase,DPT-007,Operations Manager,4,16364
HIS-03035,532,2017-07-23,Department Transfer,DPT-001,Senior Analyst,3,7981
HIS-03036,14704,2022-02-05,Promotion,DPT-005,Software Engineer,1,3194
HIS-03037,5233,2022-10-22,Promotion,DPT-005,Software Engineer,1,3788
HIS-03038,4929,2022-12-13,Merit Increase,DPT-005,Software Engineer,2,3719
HIS-03039,24954,2020-03-11,Merit Increase,DPT-002,Lab Technician,1,4397
HIS-03040,1278,2017-05-31,Department Transfer,DPT-001,Senior Analyst,3,12443
HIS-03041,21002,2021-03-27,Merit Increase,DPT-004,Financial Analyst,2,5645
HIS-03042,12594,2017-06-24,Promotion,DPT-003,HR Generalist,1,3542
HIS-03043,4078,2004-07-27,Promotion,DPT-002,Research Scientist,1,4147
HIS-03044,22696,2020-09-28,Department Transfer,DPT-002,Operations Analyst,2,5304
HIS-03045,22184,2018-09-17,Promotion,DPT-005,IT Support,1,2351
HIS-03046,5111,2022-04-17,Merit Increase,DPT-007,Operations Asst,1,2085
HIS-03047,16235,2017-03-06,Department Transfer,DPT-002,IT Manager,4,13907
HIS-03048,3589,2020-07-18,Merit Increase,DPT-001,Senior Sales Exec,3,6932
HIS-03049,1371,2020-09-22,Merit Increase,DPT-007,Operations Asst,1,1832
HIS-03050,15136,2014-06-14,Promotion,DPT-001,Sales Representative,1,3462
HIS-03051,7318,2022-07-05,Merit Increase,DPT-005,Software Engineer,2,5678
HIS-03052,9442,2022-03-01,Promotion,DPT-001,Sales Representative,1,2825
HIS-03053,1483,2020-09-20,Merit Increase,DPT-004,Financial Clerk,1,2511
HIS-03054,8709,2021-12-23,Department Transfer,DPT-004,Senior Sales Exec,3,11340
HIS-03055,11028,2022-06-22,Merit Increase,DPT-004,Financial Analyst,2,4958
HIS-03056,20330,2019-05-31,Promotion,DPT-005,IT Support,1,1899
HIS-03057,10446,2018-08-24,Merit Increase,DPT-005,IT Support,1,4758
HIS-03058,11208,2019-09-01,Department Transfer,DPT-007,Research Scientist,2,4234
HIS-03059,23657,2021-05-10,Merit Increase,DPT-002,Lab Technician,1,4068
HIS-03060,49,2017-06-26,Promotion,DPT-004,Financial Clerk,1,2049
HIS-03061,16220,2021-07-01,Promotion,DPT-006,Marketing Coord,1,2848
HIS-03062,18728,2021-12-22,Department Transfer,DPT-003,Senior Sales Exec,3,12826
HIS-03063,22240,2020-04-23,Merit Increase,DPT-001,Sales Representative,1,2704
HIS-03064,14398,2017-07-17,Promotion,DPT-001,Sales Executive,1,4451
HIS-03065,13919,2019-05-17,Promotion,DPT-007,Operations Asst,1,2156
HIS-03066,7020,2016-09-23,Promotion,DPT-005,IT Support,1,2321
HIS-03067,3048,2013-05-16,Merit Increase,DPT-002,Research Scientist,2,4059
HIS-03068,6149,2016-01-01,Merit Increase,DPT-005,Software Engineer,2,4194
